Name,Address,postalCode,waitingTime
GLOBAL MEDICAL CENTRE,"TANGLIN MALL 163 TANGLIN ROAD, #03-07, TANGLIN MALL Singapore 247933",247933,91
GLORY DENTAL SURGERY PTE LTD,"KATONG SHOPPING CENTRE 865 MOUNTBATTEN ROAD, #02-02, KATONG SHOPPING CENTRE Singapore 437844",437844,49
GLOW DENTAL,"FORUM 583 ORCHARD ROAD, #11-04, FORUM Singapore 238884",238884,73
GOH CLINIC &amp; SURGERY," 204 HOUGANG ST 21, #01-101, Singapore 530204",530204,65
GOH CLINIC + SURGERY," 283 BT BATOK EAST AVE 3, #01-271, Singapore 650283",650283,119
GOH HAK-SU COLON &amp; RECTAL CENTRE P.L.,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #04-08, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,29
GOH K. S. SKIN CLINC,"PARAGON 290 ORCHARD ROAD, #09-20/21, PARAGON Singapore 238859",238859,86
GOH MEDICAL CLINIC," 136 POTONG PASIR AVE 3, #01-164, Singapore 350136",350136,116
GOH MINGHUI ENDOSCOPY &amp; SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #05-49, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,8
GOH YAW CHONG SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-03, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,52
GOKEN AESTHETICS PRACTICE, 277 SOUTH BRIDGE ROAD Singapore 058826,058826,72
GOKEN LUXE AESTHETICS PRACTICE," 277B South Bridge Road, #03-00, Singapore 058826",058826,33
GOKEN MEDICAL SUITES, 277A SOUTH BRIDGE ROAD Singapore 058826,058826,2
GOLDEN MILE CLINIC,"GOLDEN MILE COMPLEX 5001 BEACH ROAD, #02-93, GOLDEN MILE COMPLEX Singapore 199588",199588,118
GOLDZONE MEDICAL CLINIC, 37 DUXTON ROAD Singapore 089501,089501,92
GONG SURGERY PTE LTD,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #05-16, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,26
GOOD SHEPHERD FAMILY CLINIC,"CHIN SWEE VIEW 9 JALAN KUKOH, #01-81, CHIN SWEE VIEW Singapore 160009",160009,98
GOODDOCTORS MEDICAL CLINIC,"JUNCTION NINE 18 YISHUN AVENUE 9, #02-55, JUNCTION NINE Singapore 768897",768897,95
GOODHEALTH MEDICAL CENTRE," 644 HOUGANG AVE 8, #01-275, Singapore 530644",530644,60
GOODWILL CLINIC," 685 RACE COURSE ROAD, #01-328, Singapore 210685",210685,102
GORDON LIM CLINIC &amp; SURGERY FOR WOMEN,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #10-07, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,2
GPA CENTRE FOR DENTISTRY,"PARKVIEW SQUARE 600 NORTH BRIDGE RD, #14-04/05, PARKVIEW SQUARE Singapore 188778",188778,117
GPA DENTALCARE @ GOLDHILL,"UNITED SQUARE 101 THOMSON ROAD, #01-96/97/98/99, UNITED SQUARE Singapore 307591",307591,65
GPK CLINIC (ORCHARD),"NGEE ANN CITY TOWER B 391B ORCHARD ROAD, #08-05, NGEE ANN CITY TOWER B Singapore 238874",238874,112
GRACE (SL) MEDICAL CENTRE," 811 HOUGANG CENTRAL, #01-208, Singapore 530811",530811,26
GRACE CLINIC," 333 KRETA AYER ROAD, #02-14, Singapore 080333",080333,24
GRACE CLINIC &amp; SURGERY," 607 ANG MO KIO AVE 4, #01-1295, Singapore 560607",560607,64
GRACE DENTAL SURGERY," 607 ANG MO KIO AVE 4, #01-1295, Singapore 560607",560607,44
GRACE LEE RENAL AND MEDICAL CLINIC PTE LTD,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #10-11, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,31
GRAMERCY HEART AND VASCULAR CENTRE,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #05-45, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,77
GREAT HEALTH MEDICAL CLINIC," 407 ANG MO KIO AVENUE 10, #01-749, Singapore 560407",560407,16
GREEN CROSS MEDICAL CENTRE," 824 TAMPINES ST 81, #01-30, Singapore 520824",520824,51
GREENFOREST FAMILY CLINIC," 878C TAMPINES AVENUE 8, #01-71, Singapore 523878",523878,103
GREENLIFE CLINIC &amp; SURGERY,"SEMBAWANG MRT STATION 11 CANBERRA RD, #02-01, SEMBAWANG MRT STATION Singapore 759775",759775,8
GREENLIFE DENTAL @ TOA PAYOH," 185 TOA PAYOH CENTRAL, #01-334, Singapore 310185",310185,86
GREENLIFE DENTAL CLINIC," 446 CLEMENTI AVENUE 3, #01-193, Singapore 120446",120446,54
GREENLINK MEDICAL CLINIC," 807 YISHUN RING ROAD, #01-4213, Singapore 760807",760807,4
GS HONG SURGICAL CARE,"THE PARAGON 290 ORCHARD ROAD, #09-05/06, THE PARAGON Singapore 238859",238859,96
GSH CLINIC &amp; SURGERY PTE. LTD.,"SPACE @ KOVAN 9 YIO CHU KANG ROAD, #01-40, SPACE @ KOVAN Singapore 545523",545523,26
"GUT, LIVER AND MEDICAL CLINIC","GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #06-02, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,33
GUTCARE DIGESTIVE ? LIVER ? ENDOSCOPY ASSOCIATES,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #10-58/59, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,2
GUTCARE DIGESTIVE ? LIVER ? ENDOSCOPY ASSOCIATES,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #07-55, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623,5
GUTCARE DIGESTIVE.LIVER.ENDOSCOPY ASSOCIATES,"CONNEXION 1 FARRER PARK STATION ROAD, #7-10, CONNEXION Singapore 217562",217562,75
GWEE DENTAL SURGERY," 64 CIRCUIT ROAD, #01-337, Singapore 370064",370064,69
GWEE ENDOCRINE &amp; MEDICAL CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #16-05, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,86
GYN ENDOSCOPY PTE LTD,"MOUNT ELIZABETH HOSPITAL 3 MOUNT ELIZABETH, #14-08, MOUNT ELIZABETH HOSPITAL Singapore 228510",228510,57
GYNAE CONSULTANCY @ NOVENA PTE. LTD.,"Mount Elizabeth Novena Hospital 38 IRRAWADDY ROAD, #05-27/28, Mount Elizabeth Novena Hospital Singapore 329563",329563,6
GYNAE CONSULTANCY PTE LTD,"Mount Elizabeth Medical Centre 3 Mount Elizabeth, #09-07, Mount Elizabeth Medical Centre Singapore 228510",228510,118
GYNAE HEALTH CLINIC FOR WOMEN PTE LTD," 211 Hougang St 21, #01-289, Singapore 530211",530211,55
GYNAECOLOGY &amp; ONCOLOGY SPECIALISTS,"GLENEAGLES HOSPITAL, ANNEXE BLOCK 6A NAPIER ROAD, #05-36, GLENEAGLES HOSPITAL, ANNEXE BLOCK Singapore 258500",258500,22
GYNAEMD WOMEN'S &amp; REJUVENATION CLINIC,"CAMDEN MEDICAL CENTRE 1 ORCHARD BOULEVARD, #04-03A, CAMDEN MEDICAL CENTRE Singapore 248649",248649,35
GYNAEMD WOMEN'S CLINIC (CLEMENTI),"CLEMENTI 321 CLEMENTI AVENUE 3, #01-05, CLEMENTI Singapore 129905",129905,88
GYNECOLOGY ASSOCIATES CLINIC &amp; SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-16, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,106
H F LUI DIGESTIVE &amp; LIVER CLINIC,"GLENEAGLES HOSPITAL ANNEXE BLOCK 6A Napier Road, #05-36A, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500,29
H H LEE &amp; ASSOCIATES DENTAL SURGERY,"THE ADELPHI 1 COLEMAN ST, #02-16, THE ADELPHI Singapore 179803",179803,88
H H TAN UROLOGY CENTRE PTE LTD,"Mt. Alvernia Medical Centre Block D 820 Thomson Road, #06-67, Mt. Alvernia Medical Centre Block D Singapore 574623",574623,47
H K HO WOMEN &amp; FERTILITY CLINIC,"MOUNT ALVERNIA MEDICAL CENTRE 820 THOMSON ROAD, #02-06/07, MOUNT ALVERNIA MEDICAL CENTRE Singapore 574623",574623,119
H S LEE CLINIC &amp; SURGERY," 173 YISHUN AVE 7, #01-823, Singapore 760173",760173,49
H.S. CHAN SURGERY,"GLENEAGLES HOSPITAL ANNEX BLOCK 6A NAPIER ROAD, #03-37D, GLENEAGLES HOSPITAL ANNEX BLOCK Singapore 258500",258500,102
HAFCARE NOVENA CLINIC,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #09-35, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,100
HAFCARE OG CLINIC,"THOMSON MEDICAL CENTRE 339 THOMSON ROAD, #05-04A, THOMSON MEDICAL CENTRE Singapore 307677",307677,97
HAIG SPECIALIST MEDICAL CLINIC PTE LTD.,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #03-01, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989,65
HAIG SPECIALIST O &amp; G CLINIC PTE LTD, 36 HAIG RD Singapore 438740,438740,36
HALLEY BODY SLIMMING CLINIC,"ORCHARD GATEWAY 277 ORCHARD ROAD, #03-16, ORCHARD GATEWAY Singapore 238858",238858,31
HALLEY MEDICAL AESTHETICS,"ORCHARD GATEWAY 277 ORCHARD ROAD, #03-15, ORCHARD GATEWAY Singapore 238858",238858,36
HAMID FAMILY CLINIC &amp; SURGERY," 156 Pasir Ris St 13, #01-35, Singapore 510156",510156,71
HANA AESTHETIC CLINIC,"NGEE ANN CITY TOWER B 391B ORCHARD ROAD, #14-10, NGEE ANN CITY TOWER B Singapore 238874",238874,30
HAND SURGERY ASSOCIATES,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #10-51/ 52/ 53, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,103
HAND SURGERY ASSOCIATES (ALVERNIA),"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #07-59, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623,0
HAND SURGERY ASSOCIATES (FARRER PARK) PTE LTD,"CONNEXION 1 FARRER PARK STATION ROAD, #14-14, CONNEXION Singapore 217562",217562,55
HAND SURGERY ASSOCIATES (GLENEAGLES) PRIVATE LIMITED,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #04-14, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,3
HAND SURGERY ASSOCIATES (PARKWAY EAST),"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #05-09, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989,72
"HAND, WRIST &amp; UPPER LIMB SURGERY","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #09-07, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,12
HAOMA MEDICAL CLINIC,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #11-57, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,30
HAPPY BABY AND CHILD CLINIC PTE LTD,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #03-06, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989,47
HAPPY TOOTH DENTAL," 211 NEW UPPER CHANGI ROAD, #01-753, Singapore 460211",460211,74
HARBOUR POINT DENTAL CENTRE BY FDC,"HARBOURFRONT TOWER ONE 1 HARBOURFRONT PLACE, #01-02, HARBOURFRONT TOWER ONE Singapore 098633",098633,33
HARMONY DENTAL SURGERY," 683 Hougang Ave 8, #01-945, Singapore 530683",530683,61
HARMONY FAMILY CLINIC," 235 CHOA CHU KANG CENTRAL, #B1-25, Singapore 680235",680235,47
HARRY FOK SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #14-16, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,63
HAVELOCK FAMILY CLINIC," 22 HAVELOCK RD, #01-709, Singapore 160022",160022,86
HC CHANG ORTHOPAEDIC SURGERY PTE LTD,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #04-05/06, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,100
HC ENDOSCOPY &amp; PILES CENTRE (AMK)," 710A ANG MO KIO AVENUE 8, #01-2629, Singapore 561710",561710,115
HC ENDOSCOPY &amp; PILES CENTRE (GM),"GHIM MOH GARDENS 21 GHIM MOH ROAD, #01-141, GHIM MOH GARDENS Singapore 270021",270021,110
HC ENDOSCOPY &amp; PILES CENTRE (HILLFORD),"THE HILLFORD 182 JALAN JURONG KECHIL, #01-66, THE HILLFORD Singapore 596152",596152,15
HC ENDOSCOPY &amp; PILES CENTRE (TPY)," 190 LORONG 6 TOA PAYOH, #01-572, Singapore 310190",310190,36
HC MING ENDOSCOPY &amp; PILES CENTRE,"CAMDEN CENTRE 1 ORCHARD BOULEVARD, #04-01/02, CAMDEN CENTRE Singapore 248649",248649,119
HC ORTHOPAEDIC SURGERY,"MOUNT ELIZABETH HOSPITAL 3 MOUNT ELIZABETH, #15-14, MOUNT ELIZABETH HOSPITAL Singapore 228510",228510,74
HC THYROID HERNIA &amp; GENERAL SURGERY CENTRE,"MOUNT ALVERNIA MEDICAL CENTRE A 820 THOMSON ROAD, #06-08, MOUNT ALVERNIA MEDICAL CENTRE A Singapore 574623",574623,63
HCA HOSPICE CARE CLINIC,"BLOCK A 705 SERANGOON ROAD, #03-01, BLOCK A Singapore 328127",328127,96
HEAH COLORECTAL ENDOSCOPY &amp; PILES CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-06, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,72
HEAH ENDOSCOPY &amp; PILES CENTRE ( BUKIT BATOK),"( 2nd storey) 644 BUKIT BATOK CENTRAL, #01-70, ( 2nd storey) Singapore 650644",650644,65
HEAL DENTAL CLINIC,"OKIO 262 BALESTIER ROAD, #04-01/02, OKIO Singapore 329714",329714,61
HEAL MEDICAL CENTRE,"OKIO 262 BALESTIER ROAD, #04-01/02, OKIO Singapore 329714",329714,67
HEALTH &amp; FERTILITY CENTRE FOR WOMEN,"MOUNT ELIZABETH HOSPITAL 3 MOUNT ELIZABETH, #15-16, MOUNT ELIZABETH HOSPITAL Singapore 228510",228510,51
HEALTH FIRST FAMILY CLINIC,"MULTI STOREY CAR PARK 26 JALAN MEMBINA, #01-06, MULTI STOREY CAR PARK Singapore 161026",161026,16
HEALTH OUTREACH CLINIC,"FAR EAST SHOPPING CENTRE 545 ORCHARD ROAD, #B1-01/02, FAR EAST SHOPPING CENTRE Singapore 238882",238882,44
HEALTH PARTNERS FAMILY CLINIC,"WEST MALL 1 BT BATOK CENTRAL LINK, #01-37, WEST MALL Singapore 658713",658713,31
HEALTH PARTNERS MEDICAL CLINIC,"The Globe 100 Cecil Street, #09-01, The Globe Singapore 069532",069532,95
HEALTH PARTNERS MEDICAL CLINIC (SIGLAP),CRESCENDO BUILDING 23 UPPER EAST COAST ROAD CRESCENDO BUILDING Singapore 455289,455289,63
HEALTH PARTNERSHIP MEDICAL CENTRE," 109 BUKIT PURMEI RD, #01-145, Singapore 090109",090109,81
HEALTHBRIDGE FAMILY CLINIC,"PUNGGOL SPRING 615A EDGEFIELD PLAINS, #01-327, PUNGGOL SPRING Singapore 821615",821615,31
HEALTHCARE AMK MEDICAL CLINIC,"MAYFLOWER SHOPPING &amp; FOOD CENTRE 157 ANG MO KIO AVENUE 4, #01-578, MAYFLOWER SHOPPING &amp; FOOD CENTRE Singapore 560157",560157,76
HEALTHCARE FAMILY CLINIC &amp; SURGERY," 403 SIN MING AVE, #01-311, Singapore 570403",570403,116
HEALTHCARE FOR WOMEN," 106A Punggol Field, #01-546, Singapore 821106",821106,25
HEALTHCARE HOUGANG MEDICAL CLINIC," 311 HOUGANG AVENUE 5, #01-191, Singapore 530311",530311,98
HEALTHCARE MEDICAL @ KOVAN," 208 HOUGANG STREET 21, #01-205, Singapore 530208",530208,20
HEALTHCARE MEDICAL @ RAILMALL,"RAIL MALL 446 UPPER BUKIT TIMAH ROAD, RAIL MALL Singapore 678067",678067,2
HEALTHCONNEXION MEDICAL CLINIC,"CONNEXION 1 FARRER PARK STATION ROAD, #16-12/13, CONNEXION Singapore 217562",217562,103
HEALTHGROUP MEDICAL PTE. LTD.," 635 VEERASAMY ROAD, #01-154, Singapore 200635",200635,71
HEALTHIFY MEDICAL FAMILY CLINIC,"Okio 262 BALESTIER ROAD, #01-04, Okio Singapore 329714",329714,0
HEALTHLIFE FAMILY CLINIC,"SKYLINE II @ BUKIT BATOK 296A BUKIT BATOK STREET 22, #01-64, SKYLINE II @ BUKIT BATOK Singapore 651296",651296,19
HEALTHLIGHT FAMILY MEDICINE CLINIC," 601 Choa Chu Kang St 62, #01-09, Singapore 680601",680601,4
HEALTHLINE FAMILY CLINIC &amp; SURGERY PTE. LTD.," 25A CHAI CHEE ROAD, #01-467, Singapore 461025",461025,85
HEALTHLINK (AMK) MEDICAL CENTRE," 108 ANG MO KIO AVE 4, #01-86, Singapore 560108",560108,64
HEALTHLINK FAMILY CLINIC &amp; SURGERY," 21 GHIM MOH ROAD, #01-187, Singapore 270021",270021,1
HEALTHLINK MEDICAL CLINIC," 635 VEERASAMY ROAD, #01-154, Singapore 200635",200635,29
HEALTHLINK MEDICAL CLINIC &amp; SURGERY," 5 UPPER ALJUNIED LANE, #01-46, Singapore 360005",360005,102
HEALTHMARK CLINIC (PASIR RIS),"PASIR RIS WEST PLAZA 735 PASIR RIS STREET 72, #01-314, PASIR RIS WEST PLAZA Singapore 510735",510735,0
HEALTHMARK FAMILY CLINIC (COMPASSVALE)," 263 Compassvale Street, #01-02/03, Singapore 540263",540263,57
HEALTHMARK FAMILY CLINIC (SIMS),"SIMS VISTA 48 SIMS PLACE, #1-167, SIMS VISTA Singapore 380048",380048,110
HEALTHMARK MEDICAL CLINIC," 639 Punggol Drive, #01-06, Singapore 820639",820639,76
HEALTHMARK PIONEER MALL CLINIC,"Pioneer Mall 638 Jurong West Street 61, #02-08, Pioneer Mall Singapore 640638",640638,85
HEALTHMATTERS - THE FAMILY PRACTICE,"Downtown East 1 Pasir Ris Close,, #02-309/310, Downtown East Singapore 519599",519599,120
HEALTHMED FAMILY CLINIC (BUKIT PANJANG)," 416 Saujana Road, #01-50, Singapore 670416",670416,3
HEALTHPATH MEDICAL CLINIC AND SURGERY," 338 ANG MO KIO AVENUE 1, #01-1651, Singapore 560338",560338,39
HEALTHPLUS CLINIC &amp; SURGERY," 631 BEDOK RESERVOIR ROAD, #01-898, Singapore 470631",470631,60
HEALTHPLUS FAMILY CLINIC &amp; SURGERY," 78A TELOK BLANGAH ST 32, #01-02, Singapore 101078",101078,83
HEALTHPOINT FAMILY CLINIC &amp; SURGERY PTE LTD," 48 TANGLIN HALT RD, #01-337, Singapore 142048",142048,94
HEALTHPRO CLINIC AND SURGERY," 820 TAMPINES ST 81, #01-516, Singapore 520820",520820,69
HEALTHSERVE (JURONG) COMMUNITY DENTAL CLINIC,"ASPRI-WESTLITE PAPAN 5D JALAN PAPAN, #01-34/36, ASPRI-WESTLITE PAPAN Singapore 619421",619421,95
HEALTHSERVE (JURONG) COMMUNITY MEDICAL CLINIC,"ASPRI-WESTLITE PAPAN 5D JALAN PAPAN, #01-34/36, ASPRI-WESTLITE PAPAN Singapore 619421",619421,45
HEALTHSERVE (MANDAI) COMMUNITY CLINIC,"WESTLITE MANDAI DORMITORY 36 MANDAI ESTATE, #00-00, WESTLITE MANDAI DORMITORY Singapore 729940",729940,90
HEALTHSERVE (MANDAI) COMMUNITY DENTAL CLINIC,"WESTLITE MANDAI DORMITORY 36 MANDAI ESTATE, #00-00, WESTLITE MANDAI DORMITORY Singapore 729940",729940,15
HEALTHSERVE COMMUNITY CLINIC,"BUILDING 4 1 LORONG 23 GEYLANG, #01-07, BUILDING 4 Singapore 388352",388352,74
HEALTHSERVE DENTAL CLINIC,"BUILDING 4 1 LORONG 23 GEYLANG, #01-07, BUILDING 4 Singapore 388352",388352,28
HEALTHSPRINGS LASER AND AESTHETIC CLINIC,"LIAT TOWERS 541 ORCHARD ROAD, #11-01, LIAT TOWERS Singapore 238881",238881,67
HEALTHSPRINGS MEDICAL &amp; LASER CLINIC," 105A BIDADARI PARK DRIVE, #01-09, Singapore 341105",341105,60
HEALTHSPRINGS MEDICAL ASSOCIATES,"LIAT TOWERS 541 ORCHARD RD, #10-02, LIAT TOWERS Singapore 238881",238881,1
HEALTHSPRINGS MEDICAL CLINIC,"GREENRIDGE SHOPPING CENTRE 524A JELAPANG ROAD, #02-01/02, GREENRIDGE SHOPPING CENTRE Singapore 671524",671524,104
HEALTHTEETH DENTAL SURGERY PTE.LTD.," 18 BEDOK SOUTH ROAD, #01-75, Singapore 460018",460018,31
HEALTHWAY DENTAL," 190 LORONG 6 TOA PAYOH, #02-512, Singapore 310190",310190,42
HEALTHWAY JAPANESE DENTAL,"DOWNTOWN GALLERY 6A SHENTON WAY, #02-15, DOWNTOWN GALLERY Singapore 068815",068815,71
HEALTHWAY JAPANESE MEDICAL,"THE CENTREPOINT 176 ORCHARD ROAD, #06-05, THE CENTREPOINT Singapore 238843",238843,91
HEALTHWAY MEDICAL,PPT LODGE 1B 2 SELETAR NORTH LINK PPT LODGE 1B Singapore 797601,797601,117
HEALTHWAY MEDICAL," 110 LENGKONG TIGA, #01-231, Singapore 410110",410110,71
HEALTHWAY MEDICAL," 503 Tampines Central 1, #01-311, Singapore 520503",520503,23
HEALTHWAY MEDICAL CLINIC," 960 JURONG WEST ST 92, #01-166, Singapore 640960",640960,107
HEALTHWAY SCREENING @ CENTREPOINT,"THE CENTREPOINT 176 ORCHARD ROAD, #06-02/03/04, THE CENTREPOINT Singapore 238843",238843,113
HEALTHWAY SCREENING @ DOWNTOWN,"Downtown Gallery 6A SHENTON WAY, #03-11/12/13, Downtown Gallery Singapore 068815",068815,17
HEALTHWERKZ MEDICAL CENTRE," 355 sembawang way, #01-02, Singapore 750355",750355,117
HEALTHWERKZ MEDICAL CENTRE (CCK)," 225 CHOA CHU KANG CENTRAL, #01-199, Singapore 680225",680225,48
HEALTHWERKZ MEDICAL CENTRE @ ORCHARD,"PACIFIC PLAZA 9 SCOTTS ROAD, #11-02, PACIFIC PLAZA Singapore 228210",228210,28
HEALTHWISE MEDICAL CLINIC &amp; SURGERY," 41 JALAN TIGA, #01-07, Singapore 390041",390041,5
HEALTHY HEART SPECIALIST CENTRE,"TRIPLEONE SOMERSET 111 SOMERSET ROAD, #03-21-24, TRIPLEONE SOMERSET Singapore 238164",238164,111
HEART AND ARRHYTHMIA SPECIALIST CLINIC,"Gleneagles Medical Centre 6 Napier Road, #03-04, Gleneagles Medical Centre Singapore 258499",258499,84
HEART CONSULTANTS PTE. LTD.,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #06-55, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623,61
HEART MATTERS MEDICAL CENTRE PTE. LTD.,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #07-30, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,60
HEART PARTNERS CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #03-09, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,106
HEART SPECIALIST INTERNATIONAL,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #07-42, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,74
"HEART, STROKE &amp; CANCER CENTRE","PARAGON 290 ORCHARD ROAD, #09-23 to 27, 30/31, PARAGON Singapore 238859",238859,76
HEARTLAND DENTAL PTE LTD," 630 BUKIT BATOK CENTRAL, #01-152, Singapore 650630",650630,6
HEARTLAND FAMILY CLINIC," 333C YISHUN STREET 31, #01-167, Singapore 763333",763333,100
HEARTLANDHEALTH,"TAMPINES COURTVIEW 730 TAMPINES STREET 71, #01-51, TAMPINES COURTVIEW Singapore 520730",520730,9
HELIX AESTHETICS AND MEDICAL CLINIC,"SINGAPORE BUSINESS FEDERATION CENTER 160 ROBINSON ROAD, #03-04, SINGAPORE BUSINESS FEDERATION CENTER Singapore 068914",068914,92
HENG EYE CLINIC AND SURGERY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #05-09, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,72
HENRY KWEK DENTAL SURGERY,"ORCHARD BUILDING 1 GRANGE ROAD, #10-05, ORCHARD BUILDING Singapore 239693",239693,96
HEPATOBILIARY AND PANCREATIC SURGERY CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #16-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,114
HESED EYE SPECIALISTS,"GLENEAGLES HOSPITAL 6A Napier Road, #01-32, GLENEAGLES HOSPITAL Singapore 258500",258500,82
HII WOMEN'S CLINIC," 846 YISHUN RING ROAD, #01-3635, Singapore 760846",760846,61
HILL SPRING MEDICAL,SEMBAWANG HILLS ESTATE 12 JALAN LEBAN SEMBAWANG HILLS ESTATE Singapore 577552,577552,109
HISEMAINN MEDICAL CLINIC (BUKIT BATOK)," 289E BUKIT BATOK ST 25, #01-160, Singapore 654289",654289,107
HISEMAINN MEDICAL CLINIC (JURONG WEST)," 276 JURONG WEST ST 25, #01-06, Singapore 640276",640276,17
HK DOSHI ORTHOPAEDIC CENTER,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #05-02, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,29
HK FAMILY CLINIC &amp; SURGERY PTE LTD," 410 ANG MO KIO AVE 10, #01-817, Singapore 560410",560410,61
HL CLINIC PTE LTD," 9 TELOK BLANGAH CRESCENT, #01-135, Singapore 090009",090009,29
HL DERMAHEALTH AESTHETIC CLINIC PTE LTD," 12 TELOK BLANGAH CRESCENT, #01-111, Singapore 090012",090012,35
HL FAMILY CLINIC &amp; SURGERY PTE LTD," 111 JALAN BUKIT MERAH, #01-1704, Singapore 160111",160111,80
HL FAMILY CLINIC &amp; SURGERY(BEDOK) PTE LTD," 89 BEDOK NORTH STREET 4, #01-83, Singapore 460089",460089,81
HN TAY ENT | HEAD&amp;NECK | THYROID | SLEEP ROBOTIC SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #03-06/07, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,25
HO DENTAL SURGERY," 57 MARINE TERRACE, #01-117, Singapore 440057",440057,75
HO KOK SUN COLORECTAL PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-09, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,54
